,Firm,Year,Name
334,LUKSK,1998,LÜKS KADİFE TİC. VE SAN. A.Ş.
335,BURCE,1998,BURÇELİK A.Ş.
336,CUKEL,1998,ÇUKUROVA ELEKTRİK A.Ş.
337,ISTMP,1998,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.
338,OTKAR,1998,OTOKAR OTOBÜS KAROSERİ SANAYİ A.Ş.
339,ATSYO,1998,ATLANTİS YATIRIM ORTAKLIĞI A.Ş.
340,MDRNU,1998,MUDURNU TAVUKÇULUK A.Ş.
341,VARYO,1998,VARLIK YATIRIM ORTAKLIĞI A.Ş.
342,CLEBI,1998,ÇELEBİ HAVA SERVİSLERİ A.Ş.
343,BRMEN,1998,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş.
344,VAKKO,1998,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.
345,PNET,1998,PINAR ENTEGRE ET VE YEM SANAYİİ A.Ş
346,EFES,1998,EFES SINAİ YATIRIM HOLDİNG A.Ş.
347,Agìda,1998,ANADOLU GIDA SANAYİİ A.Ş.
348,PTOFS,1998,PETROL OFİSİ A.Ş.
349,BYSAN,1998,BOYASAN TEKSTİL SANAYİ VE TİCARET A.Ş.
350,TBORG,1998,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.
351,KARTN,1998,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.
352,BOLUC,1998,BOLU ÇİMENTO SANAYİİ A.Ş.
353,ATEKS,1998,AKIN TEKSTİL A.Ş.
354,PINSU,1998,PINAR SU SANAYİ VE TİCARET A.Ş.
355,AKGRT,1998,AKSİGORTA ANONİM ŞİRKETİ
356,ANBRA,1998,ANADOLU BİRACILIK MALT VE GIDA SAN.A.Ş.
357,MAALT,1998,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
358,BROVA,1998,BOROVA YAPI ENDÜSTRİSİ A.Ş. 
359,YKGYO,1998,YAPI KREDİ KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
360,TRKCM,1998,TRAKYA CAM SANAYİİ A.Ş.
361,YATAS,1998,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.
362,BRSAN,1998,BORUSAN BİRLEŞİK BORU FABRİKALARI A.Ş.
363,USAK,1998,UŞAK SERAMİK SANAYİİ A.Ş.
364,OZFIN,1998,ÖZ FİNANS FACTORİNG HİZMETLERİ A.Ş.
365,PNSUT,1998,PINAR SÜT MAMULLERİ SANAYİİ A.Ş.
366,HURGZ,1998,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş. 
367,DUROF,1998,DURAN OFSET MATBAACILIK VE AMBALAJ SAN. AŞ.               
368,AKCNS,1998,AKÇANSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
369,EMPAS,1998,EMSAN PASLANMAZ ÇELİK SANAYİ VE TİCARET A.Ş.
370,ASUZU,1998,ANADOLU ISUZU OTOMOTİV SAN. VE TİC. A.Ş.
371,EVREN,1998,EVREN MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
372,AKFIN,1998,AKTİF FİNANS FACTORİNG HİZMETLERİ A.Ş.
373,KNFRT,1998,KONFRUT GIDA SANAYİ VE TİCARET A.Ş.
374,PRTAS,1998,ÇBS PRİNTAŞ BASKI MÜREKKEPLERİ VE GEREÇLERİ SAN.A.Ş.
375,BISAS,1998,BİSAŞ TEKSTİL SANAYİ VE TİCARET A.Ş.
376,OLMKS,1998,"OLMUKSA INTERNATIONAL PAPER – SABANCI 
AMBALAJ SANAYİ VE TİC. A.Ş."
377,MTEKS,1998,METEMTEKS TEKSTİL SANAYİ VE TİCARET A.Ş.
378,RKSEV,1998,RAKS ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.
379,TNSAS,1998,TANSAŞ İZMİR BÜYÜKŞEHİR BELEDİYESİ İC VE DIŞ TİCARET ANONİM ŞİRKETİ
380,FENIS,1998,FENİŞ ALÜMİNYUM SANAYİ VE TİCARET ANONİM ŞİRKETİ
381,INTEM,1998,İNTEMA İNŞAAT VE TESİSAT MALZ.YATIRIM VE PAZAR.A.Ş.
382,NTTUR,1998,NET TURİZM TİCARET VE SANAYİ ANONİM ŞİRKETİ
383,ESEMS,1998,ESEM SPOR GİYİM SANAYİ VE TİCARET ANONİM ŞİRKETİ
384,ECILC,1998,EİS ECZACIBAŞI İLAÇ SANAYİ VE TİCARET A.Ş.
385,TPBNK,1998,TOPRAKBANK A.Ş.
386,PNUN,1998,PINAR UN VE TARIM ÜRÜNLERİ SANAYİİ A.Ş.
387,MEGES,1998,MEGES BOYA SANAYİ VE TİCARET ANONİM ŞİRKETİ
388,KLMSN,1998,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.
389,TUMTK,1998,TÜMTEKS TEKSTİL SANAYİ ve TİCARET A.Ş
390,DENCM,1998,DENİZLİ CAM SANAYİİ VE TİCARET A.Ş.
391,PIMAS,1998,PİMAŞ PLASTİK İNŞAAT MALZEMELERİ ANONİM ŞİRKETİ
392,TIRE,1998,TİRE KUTSAN OLUKLU MUKAVVA KUTU VE KAĞIT SANAYİİ A.Ş.
393,HZNDR,1998,HAZNEDAR ATEŞ TUĞLA SANAYİİ A.Ş.
394,HEKTS,1998,HEKTAŞ
395,AKTAS,1998,AKTAŞ ELEKTRİK TİCARET A.Ş.
396,GIMA,1998,GİMA GIDA VE İHTİYAÇ MADDELERİ TÜRK A.Ş.
397,BEKO,1998,BEKO ELEKTRONİK A.Ş.
398,AYCES,1998,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.
399,kutpo,1998,KÜTAHYA PORSELEN SANAYİ A.Ş.
400,ANACM,1998,ANADOLU CAM SANAYİİ A.Ş.
401,KOTKS,1998,KONİTEKS KONFEKSİYON ENDÜSTRİ VE TİCARET A.Ş.
402,MARET,1998,MARET  A.Ş.
403,MAKTK,1998,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.
404,GORBN,1998,GORBON IŞIL SERAMİK A.Ş.
405,CMENT,1998,ÇİMENTAŞ İZMİR ÇİMENTO FABRİKASI TÜRK A.Ş.
406,MILYT,1998,MİLLİYET GAZETECİLİK A.Ş.
407,ECBYO,1998,ECZACIBAŞI YATIRIM ORTAKLIĞI AŞ.
408,EGYO,1998,EGS GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
409,EMSAN,1998,EMSAN BEŞYILDIZ ÇELİK SANAYİ VE TİCARET A.Ş.
410,IZMDC,1998,İZMİR DEMİR ÇELİK SANAYİ A.Ş.
411,TACYO,1998,TAÇ YATIRIM ORTAKLIĞI A.Ş.
412,POLYL,1998,POLYLEN SENTETİK İPLİK SANAYİİ A.Ş.
413,MIGRS1,1998,MİGROS TÜRK T.A.Ş.
414,NERGS,1998,NERGİS HOLDİNG A.Ş.
415,SASA,1998,SASA SUN'İ VE SENTETİK ELYAF SANAYİİ A.Ş.
416,RAYSG,1998,RAY SİGORTA A.Ş
417,GENTS,1998,GENTAŞ GENEL METAL SANAYİ VE TİCARET A.Ş.
418,OTOSN,1998,FORD OTOMOTİV SANAYİ A.Ş.
419,DEMIR,1998,	DEMİRBANK T.A.Ş
420,GUMUS,1998,"GÜMÜŞSUYU HALI VE YER KAPLAMALARI 
SANAYİ VE TİCARET A.Ş."
421,DOKTS,1998,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.
422,ALRSA,1998,ALARKO CARRIER SANAYİ VE TİCARET A.Ş.
423,MYZYO,1998,MUSTAFA YILMAZ YATIRIM ORTAKLIĞI A.Ş.
424,CYTAS,1998,CEYTAŞ CEYHAN TEKSTİL SANAYİİ A.Ş.
425,EGPRO,1998,EGE PROFİL TİCARET ve SANAYİ A.Ş.
426,SELGD,1998,SELÇUK GIDA ENDÜSTRİ İHRACAT İTHALAT A.Ş.
427,AFYON,1998,AFYON ÇİMENTO SANAYİ T.A.Ş.
428,ANSGR,1998,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ
429,OSGYO,1998,OSMANLI GAYRİMENKUL YATIRIM ORTAKLIĞI A. Ş.
430,ATAYO,1998,ATA YATIRIM ORTAKLIĞI A.Ş.
431,BATICIM,1998,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.
432,GOODY,1998,GOODYEAR LASTİKLERİ T.A.Ş
433,ALTIN,1999,ALTINYILDIZ MENSUCAT VE KONFEKSİYON FAB.A.Ş
434,PKENT,1999,PETROKENT TURİZM A.Ş.
435,ADEL,1999,ADEL KALEMCİLİK TİCARET VE SANAYİ A.Ş.
436,Yasas,1999,YASAŞ YAŞAR BOYA VE KİMYA SAN.VE TİC.A.Ş.
437,KAVPA,1999,"KAV DANIŞMANLIK, PAZARLAMA VE TİCARET A.Ş."
438,COMUN,1999,COMMERCIAL UNION SİGORTA A.Ş.
439,PETKM,1999,PETKİM PETROKİMYA HOLDİNG A.Ş
440,UNYEC,1999,ÜNYE  ÇİMENTO  SANAYİ  VE  TİCARET  A. Ş.
441,SAPAZ,1999,SABAH PAZARLAMA A.Ş.
442,DMRYO,1999,DEMİR  YATIRIM  ORTAKLIĞI  A.Ş.
443,EGGUB,1999,EGE GÜBRE SANAYİİ A.Ş.
444,Ercys,1999,ERCİYAS BİRACILIK VE MALT SANAYİİ A.Ş.
445,FACF,1999,FACTOFİNANS ALACAK ALIMI A.Ş.
446,DOHOL,1999,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.
447,ALFA,1999,ALFA MENKUL DEĞERLER A.Ş.
448,BUCIM,1999,BURSA ÇİMENTO FABRİKASI A.Ş.
449,CARSI,1999,ÇARŞI BÜYÜK MAĞAZACILIK A.Ş.
450,GOLDS,1999,GOLDAŞ KUYUMCULUK SANAYİ İTHALAT İHRACAT A.Ş.
451,KIPA,1999,KİPA KITLE PAZARLAMA TİCARET VE GIDA SAN.A.Ş.
452,MIPAZ,1999,MİLPA TİCARİ VE SINAİ ÜRÜNLER PAZARLAMA SANAYİ VE TİCARET A.Ş.
453,KONYA,1999,KONYA ÇİMENTO SANAYİİ A.Ş.
454,GUSGR,1999,GÜNEŞ   SİGORTA   A.Ş.
455,IHGYO,1999,İHLAS GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
456,SARKY,1999,SARKUYSAN ELEKTROLİTİK BAKIR SANAYİİ VE TİCARET A.Ş.
457,MERKO,1999,MERKO GIDA SANAYİ VE TİCARET A.Ş.
458,SAHOL,1999,HACI ÖMER SABANCI HOLDİNG A.Ş.
459,ZOREN,1999,ZORLU ENERJİ ELEKTRİK ÜRETİMİ OTOPRODÜKTÖR GRUBU A.Ş.
460,SISE,1999,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.
461,FMIZP,1999,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.
462,ARCLK,1999,ARÇELİK A.Ş.
463,PRKTE,1999,PARK TEKSTİL SANAYİ VE TİCARET A.Ş.
464,CELHA,1999,ÇELİK HALAT VE TEL SANAYİ A.Ş
465,EMKEL,1999,EMEK ELEKTRİK ENDÜSTRİSİ AŞ.
466,GLMDE,1999,GLOBAL MENKUL DEĞERLER A.Ş.
467,FFKRL,1999,FİNANS FİNANSAL KİRALAMA A.Ş.
468,LIOYS,1999,LİO YAĞ SANAYİ VE TİCARET A.Ş.
469,GARAN,1999,T.GARANTİ BANKASI A.Ş.
470,NIGDE,1999,OYSA NİĞDE ÇİMENTO SANAYİİ VE TİCARET A.Ş.
471,MUTLU,1999,MUTLU AKÜ VE MALZEMELERİ SANAYİ A.Ş.
472,GEDIZ,1999,GİMSAN GEDİZ İPLİK VE MENSUCAT SANAYİİ A.Ş.
473,EGSER,1999,EGE SERAMİK SANAYİ VE TİCARET A.Ş.
474,KCHOL,1999,KOÇ HOLDİNG ANONİM ŞİRKETİ
475,METAS,1999,METAŞ İZMİR METALURJİ FABRİKASI T.A.Ş.
476,ARAT,1999,ARAT TEKSTİL SANAYİ VE TİCARET A.Ş.
477,IHLAS,1999,İHLAS HOLDİNG ANONİM ŞİRKETİ
478,EGIYM,1999,EGS EGESER GİYİM SAN. İÇ VE DIŞ TİC. A.Ş.
479,PASTA,1999,PASTAVİLLA MAKARNACILIK SANAYİ VE TİCARET A.Ş.
480,ADANA,1999,ADANA ÇİMENTO SANAYİİ T.A.Ş.
481,AKYO,1999,AK YATIRIM ORTAKLIĞI A.Ş.
482,YKBNK,1999,YAPI ve KREDİ BANKASI A.Ş.
483,TUPRS,1999,TÜPRAŞ TÜRKİYE PETROL RAFİNERİLERİ A.Ş.
484,EGHOL,1999,EGS HOLDİNG ANONİM ŞİRKETİ
485,GSDHO,1999,GSD HOLDİNG ANONİM ŞİRKETİ
486,FINBN,1999,FİNANSBANK A.Ş.
487,PARSN,1999,PARSAN MAKİNA PARÇALARI SANAYİİ A.Ş.
488,YKRYO,1999,YAPI KREDİ YATIRIM ORTAKLIĞI A.Ş.
489,DOGUB,1999,DOĞUSAN BORU SANAYİİ VE TİCARET A.Ş.
490,AKSA,1999,AKSA AKRİLİK KİMYA SANAYİİ A.Ş.
491,KLBMO,1999,KELEBEK MOBİLYA VE KONTRPLAK SANAYİ A.Ş.
492,UNTAR,1999,ÜNAL TARIM ÜRÜNLERİ İHRACAT VE SANAYİ A.Ş.
493,VKFYT,1999,VAKIF MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
494,DARDL,1999,DARDANEL ÖNENTAŞ GIDA SANAYİ A.Ş.
495,ALARK,1999,ALARKO HOLDİNG A.Ş.
496,KORDS,1999,KORDSA SABANCI DUPONT ENDÜSTRİYEL İPLİK VE KORD BEZİ SANAYİ VE TİCARET A.Ş.
497,FRIGO,1999,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.
498,BSOKE,1999,BATISÖKE SÖKE ÇİMENTO SANAYİİ T.A.Ş
499,KAPLM,1999,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.
500,AKIPD,1999,AKSU İPLİK DOKUMA VE BOYA APRE FABİKALARI T.A.Ş.
501,SODAS,1999,SODA SANAYİİ A.Ş.
502,MMART,1999,MARMARİS MARTI OTEL İŞLETMELERİ A.Ş.
503,GDKYO,1999,GEDİK YATIRIM ORTAKLIĞI A.Ş.
504,VKING,1999,VİKİNG KAĞIT VE SELÜLOZ A.Ş.
505,SABAH,1999,SABAH YAYINCILIK A.Ş.
506,GUBRF,1999,GÜBRE FABRİKALARI T.A.Ş.
507,aygaz,1999,AYGAZ A.Ş.
508,VAKFN,1999,VAKIF FİNANSAL KİRALAMA A.Ş.
509,ECZYT,1999,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI AŞ.
510,YUNSA,1999,YÜNSA YÜNLÜ SANAYİ VE TİCARET A.Ş.
511,BTCIM,1999,BATIÇİM BATI ANADOLU ÇİMENTO SANAYİİ A.Ş.
512,IHFIN,1999,İHLAS FİNANS KURUMU A.Ş. 
513,SKBNK,1999,ŞEKERBANK T.A.Ş.
514,SVGSH,1999,SEVGİ ÖZEL SAĞLIK HİZMETLERİ A.Ş.
515,ALKIM,1999,ALKİM ALKALİ KİMYA A.Ş.
516,ERBOS,1999,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.
517,krtek,1999,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.
518,ECYAP,1999,ECZACIBAŞI YAPI GEREÇLERİ SAN. VE TİC. A.Ş.
519,RANTL,1999,RANT FİNANSAL KİRALAMA A.Ş.
520,Ersu,1999,ERSU MEYVE VE GIDA SANAYİ A.Ş.
521,MEMSA,1999,MENSA MENSUCAT SANAYİ VE TİCARET A.Ş.
522,SERVE,1999,SERVE KIRTASİYE SANAYİ VE TİCARET A.Ş.
523,ISBTR,1999,TÜRKİYE İŞ BANKASI A.Ş.
524,EGDIS,1999,EGS EGE GİYİM SANAYİ VE DIŞ TİCARET A.Ş.
525,KRSTL,1999,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş. 
526,IHEVA,1999,İHLAS EV ALETLERİ İMALAT SAN. VE TİC. A.Ş.
527,CBSBO,1999,ÇBS BOYA KİMYA SANAYİİ VE TİCARETİ A.Ş.
528,ALCTL,1999,ALCATEL TELETAŞ TELEKOMÜNİKASYON END. TİC. A.Ş.
529,TUKAS,1999,TUKAŞ TURGUTLU KONSERVECİLİK A.Ş.
530,TEKST,1999,TEKSTİL BANKASI A.Ş. 
531,AKSUE,1999,AKSU ENERJİ VE TİCARET ANONİM ŞİRKETİ
532,IDAS,1999,İDAŞ – İSTANBUL DÖŞEME SANAYİİ A. Ş.
533,BERDN,1999,BERDAN TEKSTİL SANAYİ VE TİCARET A.Ş.
534,ASELS,1999,ASELSAN ELEKTRONİK VE TİCARET SANAYİ A.Ş.
535,bfren,1999,BOSCH FREN SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
536,OKANT,1999,"OKAN TEKSTİL SANAYİ VE TİCARET A.Ş.
"
537,CEYLN,1999,CEYLAN GİYİM SANAYİ VE TİCARET ANONİM ŞİRKETİ
538,EMEK,1999,EMEK SİGORTA A.Ş.
539,NUGYO,1999,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
540,ISYAT,1999,İŞ YATIRIM ORTAKLIĞI A.Ş.
541,ENKA,1999,ENKA HOLDİNG YATIRIM A.Ş.
542,MRSHL,1999,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.
543,EMNIS,1999,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.
544,ISAMB,1999,IŞIKLAR AMBALAJ SANAYİİ VE TİCARET AŞ.
545,UKIM,1999,UKİ ULUSLARARASI KONFEKSİYON İMALAT VE TİCARET A.Ş.
546,DYHOL,1999,DOĞAN YAYIN HOLDİNG A.Ş.
547,TKBNK,1999,TÜRKİYE KALKINMA BANKASI A.Ş.
548,TEZSN,1999,"
TEZSAN TAKIM TEZGAHLARI SANAYİ VE TİCARET A.Ş."
549,UZEL,1999,UZEL MAKİNA SANAYİİ A.Ş.
550,YTFYO,1999,YATIRIM FİNANSMAN YATIRIM ORTAKLIĞI A.Ş.
551,SOKSA,1999,SOKSA-SİNOP ÖRME VE KONFEKSİYON SANAYİ VE TİCARET A.Ş 
552,DMSAS,1999,DEMİSAŞ DÖKÜM EMAYE MAMULLERİ SANAYİİ A.Ş.
553,SONME,1999,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİİ A.Ş.
554,NUHCM,1999,NUH ÇİMENTO SANAYİ AŞ.
555,MRDIN,1999,MARDİN ÇİMENTO SANAYİİ ve TİCARET A.Ş.
556,ANHYT,1999,ANADOLU HAYAT SİGORTA A.Ş.
557,YABNK,1999,TÜRKİYE TÜTÜNCÜLER BANKASI YAŞARBANK A.Ş.
558,MEDYA,1999,MEDYA HOLDİNG A.Ş.
559,VANET,1999,VAN ET ENTEGRE ET SANAYİ VE TİCARET A.Ş.
560,CIMSA,1999,ÇİMSA ÇİMENTO SANAYİ VE TİCARET A.Ş.
561,MZHLD,1999,MAZHAR ZORLU HOLDİNG ANONİM ŞİRKETİ
562,DERIM,1999,DERİMOD KONFEKSİYON AYAKKABI DERİ SANAYİ VE TİC.A.Ş
563,TOFAS,1999,TOFAŞ OTO TİCARET  AŞ.
564,TATKS,1999,TAT KONSERVE SANAYİİ A.Ş.
565,DITAS,1999,DİTAŞ DOĞAN YEDEK PARÇA İMALAT VE TEKNİK  A.Ş.
566,AKBNK,1999,AKBANK  T. A. Ş.
567,PENGD,1999,PENGUEN GIDA SANAYİ A.Ş.
568,bryat,1999,BORUSAN YATIRIM VE PAZARLAMA A.Ş.
569,AVRSY,1999,AVRASYA MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.  
570,ARSAN,1999,ARSAN TEKSTİL TİCARET VE SANAYİ ANONİM ŞİRKETİ
571,APEKS,1999,APEKS DIŞ TİCARET A.Ş.
572,SNPAM,1999,SÖNMEZ PAMUKLU SANAYİİ A.Ş.
573,EREGL,1999,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş 
574,RAKSE,1999,RAKS ELEKTRONİK  SANAYİ VE TİCARET A.Ş
575,BAKAB,1999,BAK AMBALAJ SAN.VE TİC A.Ş.
576,KENT,1999,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.
577,DOBUR,1999,DOĞAN BURDA RİZZOLİ DERGİ YAYINCILIK VE PAZARLAMA A.Ş.
578,FNSYO,1999,FİNANS YATIRIM ORTAKLIĞI A.Ş.
579,VKGYO,1999,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
580,ALGYO,1999,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
581,EGBRA,1999,EGE BİRACILIK VE MALT SANAYİİ A.Ş.
582,IZOCM,1999,İZOCAM TİCARET VE SANAYİ A.Ş.
583,KRDMd,1999,"KARDEMİR
KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ"
584,BUMYO,1999,BUMERANG YATIRIM ORTAKLIĞI A.Ş.
585,BANVT,1999,BANVİT BANDIRMA VİTAMİNLİ YEM SANAYİ A.Ş.
586,THYAO,1999,TÜRK HAVAYOLLARI A.O.
587,TOASO,1999,TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.
588,TUDDF,1999,TÜRK DEMİRDÖKÜM FABRİKALARI A.Ş.
589,TPFAC,1999,TOPRAK FACTORING A.Ş.
590,DISBA,1999,TÜRK DIŞ TİCARET BANKASI A.Ş.
591,ABANA,1999,"ABANA ELEKTROMEKANİK SANAYİİ VE TİCARET A.Ş.
"
592,DEVA,1999,DEVA HOLDİNG A.Ş.
593,BRISA,1999,BRİSA BRİDGESTONE SABANCI LASTİK SANAYİ VE TİCARET A.Ş
594,EPLAS,1999,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.
595,EDIP,1999,EDİP İPLİK SANAYİ ve TİCARET A.Ş.
596,ASLAN,1999,LAFARGE ASLAN ÇİMENTO 
597,AKALT,1999,AK – AL TEKSTİL SANAYİİ A.Ş.
598,kervt,1999,KEREVİTAŞ GIDA SANAYİ VE TİCARET A.Ş.
599,IKTFN,1999,İKTİSAT FİNANSAL KİRALAMA A.Ş.
600,GUNEY,1999,GÜNEY BİRACILIK VE MALT SANAYİİ A.Ş.
601,Hlksg,1999,HALK SİGORTA  T.A.Ş.
602,BAGFS,1999,BAGFAŞ BANDIRMA GÜBRE FABRİKALARI A.Ş.
603,ALNTF,1999,ALTERNATİFBANK A.Ş.
604,ATLAS,1999,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
605,PRKAB,1999,T.PİRELLİ KABLO VE SİSTEMLERİ A.Ş.
606,BOSSA,1999,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş.
607,TRNSK,1999,TRANSTÜRK HOLDİNG A.Ş.
608,ARFYO,1999,ALTERNATİF YATIRIM ORTAKLIĞI A.Ş.
609,CEMTS,1999,ÇEMTAŞ ÇELİK MAKİNE SANAYİ VE TİCARET A.Ş.
610,SKTAS,1999,SÖKTAŞ PAMUK VE TARIM ÜRÜNLERİNİ DEĞERLENDİRME TİCARET VE SANAYİ A.Ş.
611,NETAS,1999,NETAŞ NORTHERN ELECTRİC TELEKOMÜNİKASYON A.Ş.
612,YKFIN,1999,YAPI KREDİ FİNANSAL KİRALAMA A.O.
613,NTHOL,1999,NET HOLDİNG A.Ş.
614,YAZIC,1999,YAZICILAR OTOMOTİV VE GIDA YATIRIM VE PAZARLAMA SANAYİ VE TİCARET A.Ş
615,CMBTN,1999,"ÇİMBETON HAZIRBETON VE PREFABRİK YAPI ELEMANLARI
SAN.VE TİC.A.Ş."
616,ISGYO,1999,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
617,TSKB,1999,T.SINAİ KALKINMA BANKASI A.Ş.
618,GRNYO,1999,GARANTİ YATIRIM ORTAKLIĞI A.Ş.
619,GOLTS,1999,GÖLTAŞ  GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.
620,BYRBY,1999,BAYRAKLI BOYA VE VERNİK SANAYİ AŞ.
621,SIFAS,1999,SİFAŞ SENTETİK İPLİK FABRİKALARI A.Ş.
622,KEPEZ,1999,KEPEZ ELEKTRİK T.A.Ş.
623,VESTL,1999,VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
624,UCAK,1999,USAŞ   UÇAK SERVİSİ A.Ş.
625,EGEEN,1999,EGE ENDÜSTRİ VE TİCARET A.Ş.
626,TOPFN,1999, TOPRAK FİNANSAL KİALAMA A.Ş.
627,SYBNK,1999,SINAİ YATIRIM BANKASI A.Ş.
628,LUKSK,1999,LÜKS KADİFE TİC.VE SAN.A.Ş.
629,bspro,1999,BSH PROFİLO ELEKTRİKLİ GEREÇLER SANAYİİ A.Ş.
630,BURCE,1999,BURÇELİK BURSA ÇELİK DÖKÜM SANAYİ AŞ.
631,CUKEL,1999,ÇUKUROVA ELEKTRİK A.Ş.
632,OTKAR,1999,OTOKAR OTOBÜS KAROSERİ SANAYİ A.Ş.
633,ATSYO,1999,ATLANTİS YATIRIM ORTAKLIĞI A.Ş.
634,MDRNU,1999,MUDURNU TAVUKÇULUK A.Ş.
635,VARYO,1999,VARLIK YATIRIM ORTAKLIĞI A.Ş.
636,froto,1999,FORD OTOMOTİV SANAYİ A.Ş.
637,CLEBI,1999,ÇELEBİ HAVA SERVİSLERİ A.Ş.
638,BRMEN,1999,BİRLİK MENSUCAT TİCARET VE SANAYİ İŞLETMESİ A.Ş.
639,VAKKO,1999,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.
640,PNET,1999,PINAR ENTEGRE ET VE YEM SAN.A.Ş.
641,EFES,1999,EFES SINAİ YATIRIM HOLDİNG A.Ş.
642,PTOFS,1999,PETROL OFİSİ A.Ş.
643,BYSAN,1999,BOYASAN TEKSTİL SANAYİ VE TİCARET A.Ş.
644,TBORG,1999,TÜRK TUBORG BİRA VE MALT SANAYİİ A.Ş.
645,KARTN,1999,KARTONSAN KARTON SANAYİ TİCARET A.Ş.
646,BOLUC,1999,BOLU ÇİMENTO SANAYİİ A.Ş.
647,ATEKS,1999,AKIN TEKSTİL A.Ş.
648,PINSU,1999,PINAR SU SANAYİ VE TİCARET A.Ş.
649,TRCAS,1999,TURCAS  PETROL  A.Ş.
650,AKGRT,1999,AKSİGORTA.Ş.
651,ANBRA,1999,ANADOLU BİRACILIK MALT VE GIDA SAN.AŞ.
652,MAALT,1999,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
653,BROVA,1999,BOROVA YAPI ENDÜSTRİSİ A.Ş. 
654,YKGYO,1999,YAPI KREDİ KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
655,TRKCM,1999,TRAKYA CAM SANAYİİ A.Ş.
656,YATAS,1999,YATAŞ YATAK VE YORGAN SANAYİ TİCARET A.Ş.
657,AGIDA,1999,ANADOLU GIDA SANAYİİ A.Ş.
658,BRSAN,1999,BORUSAN BİRLEŞİK BORU FABRİKALRI A.Ş.
659,USAK,1999,UŞAK SERAMİK SANAYİİ A.Ş.
660,OZFIN,1999,ÖZ FİNANS FACTORİNG HİZMETLERİ A.Ş.
661,MIGRS,1999,MİGROS TÜRK T.A.Ş.
662,PNSUT,1999,PINAR SÜT MAMÜLLERİ SANAYİ A.Ş.
663,KARSN,1999,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.
